PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,emotion
-0.2615204448076497,-0.4250341487347663,0.5663561573714714,0.1517174214829903,-0.12834039120725013,0.3737790122569494,-0.45783102690906674,0.29905968333659577,-0.45200248036426016,-0.28333190267805175,anger_emotion
-0.817194631363106,-0.40004028995243696,0.5046518137015278,0.38151354310134517,-0.38685125946577076,0.2921350681488983,-0.19265043307104499,0.3533197393122539,0.023063048889652948,-0.09142167120612973,disgust_emotion
-0.6356380991399342,-0.32640356297736794,0.3572974687011544,-0.11290090274953556,-0.08325687598519556,0.3614407070522467,-0.5263175943855255,-0.18303599471058218,-0.035391388381004224,-0.47584810569736774,fear_emotion
-0.3603866115530287,-0.39523199118022756,0.3532860373271529,0.03334168220573866,0.29784276261187764,0.13118135652480348,-0.38620957468110206,0.19927588871049892,-0.4103663223031176,-0.2996632782034702,happy_emotion
-0.5954025523025995,-0.0938668069417243,0.24962079858028233,0.14364758349876897,-0.24589566858115822,0.22021408868055786,-0.15951577400315764,0.23665731510933552,-0.2033878052503128,-0.007599208992094291,neutral_emotion
0.5300413574351484,-0.06415946803382332,0.9462938715595789,-0.15491064124328413,0.9150266333328456,-0.33416532792695913,-0.021569804561936735,-0.3022336617373977,0.005248637121302328,0.07934910710307812,anger_emotion
-0.8514389526055082,0.043017311064045154,-0.3506463554918486,-0.010283672072498704,0.5512177935372208,-0.40030993535836545,0.24660451891876356,-0.12680827548774148,-0.17042152835313304,0.07455683428067804,disgust_emotion
-0.8538874567348533,0.25278784517786534,0.2948216355606065,0.03350984624912607,0.15291443111091305,-0.5277485709613716,0.2149956057736249,0.15869764602700412,-0.09237315920219491,0.26851157454239405,fear_emotion
0.09163277680753856,0.17471500321222058,0.25984134883139776,-0.1129352963664505,0.2925526954729379,-0.4070497472868298,-0.09240972192172421,-0.04662044727791249,0.3195016920338284,-0.5523671585264963,happy_emotion
-0.6204754488542467,-0.250561933028882,-0.008072517526682898,0.38412226300036145,0.075703530071035,0.031796884637346735,0.2169293652630762,-0.4610415696380633,0.30485110953115907,-0.20423441100485468,neutral_emotion
-1.0102039564581438,0.08273887556009772,-0.12293736223547445,-0.07257421314567424,-0.0173997143705815,-0.37066748411014167,0.1525833816354327,0.22644253124338354,-0.18836188821823818,-0.08889334441692891,sad_emotion
0.5954487624461513,0.1389869172425267,0.6943186879740282,-0.7037530929883345,1.354870925005089,-0.08520882714298317,0.2697923762845042,0.00984150344794734,-0.07217754896861564,0.4317477037441881,anger_emotion
-0.7572686011851072,-0.056523755321456315,0.6483429343765955,0.5813669104597099,-0.11865529143936168,-0.29461902754890323,0.3587256311691486,-0.08208659493103353,-0.06383183343896169,-0.11240259909522538,fear_emotion
-0.06817043769065385,0.14511675846889158,0.7558661960037315,-0.13222663826931919,0.3364873853368706,-0.22149401077792097,0.083102959352799,-0.3957655376105666,-0.08600946492803836,0.2939389649486026,happy_emotion
-0.8032717805949494,-0.163664222693579,-0.5067788873413429,0.033702251172465766,-0.3143431243808817,0.1070155501850225,0.1552251095380218,-0.0518967258751506,-0.1782661506439152,-0.402733685831717,neutral_emotion
-0.9188323981536527,0.21266559266961396,-0.08062220967940743,-0.16606637825013,0.03901908702164042,-0.4657830029804416,0.11415929801947848,0.14809781336772573,-0.10042307822263218,0.09454888568039505,sad_emotion
-0.370600798204533,-0.2016426480317137,0.2024686784546217,-0.5726377561783724,0.4435329117433625,0.12821252302310734,-0.20439681394321224,-0.2201237648445895,0.46502966602634915,-0.26035923766875607,anger_emotion
-0.8167052411759682,-0.28121682341293874,-0.2691912908614828,-0.1690361456638644,0.6627751520296375,0.0842891014478201,-0.06831426196229452,-0.4249914803381775,-0.12070351592948955,-0.2507211730968371,disgust_emotion
-1.0328845584152053,0.008856496713400067,-0.18680368825538765,-0.42534549888890527,0.1492676727184976,0.020786497586754854,-0.13439136744718436,0.22996523110690875,0.008399826528752187,-0.23974276104497386,fear_emotion
-0.14731961374437585,-0.3275023137379973,1.0347113792014684,-0.09404429097117184,0.07952010576171727,-0.11265367254774435,-0.1698098571951585,0.0835137252468338,0.14976473376477215,-0.4179180469707807,happy_emotion
-0.26566857226142954,-0.037979743197573454,-0.5901933697506307,-0.16593936448576632,0.3220010309669208,-0.2675384291172202,0.016440663262346597,-0.2893203594507134,0.031493163274132596,-0.29513986798222386,neutral_emotion
-1.292074194887466,-0.18340073294555712,-0.5494827775137997,-0.15030836954704035,0.4133022068096065,0.1470514668610869,0.20432487228295682,-0.24286172139237652,-0.015708806526353765,0.09625249825524791,sad_emotion
-0.34100278166276754,-0.21984989643175556,-0.1520307173627807,-0.47482405054595084,0.3505810305645282,-0.29375438441746804,0.05343936321287303,0.4958608814121426,-0.20846951583201775,-0.34402561099586393,anger_emotion
-0.9141837094725433,0.0819567368820332,-0.4658576663892757,-0.17932715078457606,0.0018848442213239246,-0.320467098591653,0.00395313928345786,0.11781197306288284,0.10564888649048278,-0.09248154239976253,disgust_emotion
0.06335818057357757,0.020344164099055297,-0.24169169609169985,-0.6400482494872738,0.9643095678585185,0.11205181038337773,-0.09463043748064788,0.4612916433336169,0.14092438140849328,-0.11984553843563393,fear_emotion
-0.7894287764507816,0.017525984755230498,-0.37233893321482514,-0.07512743464244172,-0.0651783811874096,-0.23641709600864785,0.18089164317658396,0.4146791224895854,-0.03362189651959848,-0.5547812184782702,sad_emotion
-0.3293253926463147,-0.413428473605956,0.2792750877332055,-0.20739650328201892,0.34906975372046967,0.028795641878548908,-0.07989880878631338,0.1440918973888284,-0.4013019802642621,0.14602967967832772,anger_emotion
-1.068664422502603,0.015927167545528066,-0.43012285322833416,-0.20411125025374402,0.24369036188009832,-0.08725425519672289,-0.09811396058850379,-0.0572230698661976,0.13218656278198412,-0.015587089864821354,disgust_emotion
0.7638608386160365,-0.0034738346483558576,0.3872091990727034,-0.1498171870276637,0.4266511257816604,-0.16883890600126997,-0.030069277960304484,1.0495496605552523,0.13738344826122717,0.2706287549198509,fear_emotion
-0.30508956811746335,0.04240749757798908,0.6801237750875053,-0.2894474512821106,0.27783906265172315,-0.3690285382205383,-0.1519249540506386,0.1920801546424193,-0.3832181414110856,-0.12920139186125162,happy_emotion
-1.319925217148628,0.16147301745068243,-0.23336628721225092,-0.22588628647373765,-0.3407187276949174,0.203307402298988,-0.19831550070396228,0.42316464059611514,-0.3084859954734235,0.25459161159150834,neutral_emotion
-1.1736416008790707,0.2319450109737733,-0.18371007680406862,-0.22581163584339076,-0.1599890727427177,0.014207081096988287,-0.10126012737640147,0.23119734803461084,-0.22758110818558072,-0.29544701731914574,sad_emotion
-0.31979497649977345,0.2976650779446025,0.7081401660983209,-0.5994833345243346,-0.05884562844767028,-0.40723408781698367,-0.41709349085599606,0.23622345045016727,0.3383835352365535,0.29743712131155575,anger_emotion
-0.7634940722441462,-0.33540440962202245,-0.08698398515348421,-0.09872018504397269,0.07211870920984734,-0.1657270021072026,0.03397893951666191,-0.02985631760995625,0.14576026004801096,-0.21697359136351937,disgust_emotion
